Genome,Completeness,Contamination,medium_quality.pass,near_complete.pass,medium_quality_gunc.pass,near_complete_gunc.pass,QS50,QS50.pass,pass.GUNC,QS50_gunc.pass,classification
SRR6915129_human_gut_SB2_8,81.62,1.7,True,False,True,False,73.12,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Porcipelethomonas;s__Porcipelethomonas sp900538575
SRR6915130_MB2.10,51.53,9.53,True,False,False,False,3.8800000000000026,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__Merdicola;s__Merdicola sp001915925
SRR6915130_MB2.11,97.7,0.42,True,True,True,True,95.6,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-475;s__CAG-475 sp000434435
SRR6915130_MB2.17_sub,52.65,0.49,True,False,False,False,50.2,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas cirricatena
SRR6915130_MB2.18,98.17,2.17,True,True,True,True,87.32000000000001,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D
SRR6915130_MB2.24,99.67,0.19,True,True,True,True,98.72,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum
SRR6915130_MB2.27,99.4,0.35,True,True,True,True,97.65,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-590;s__CAG-590 sp900544905
SRR6915130_MB2.28_sub,95.76,4.92,True,True,False,False,71.16,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira pectinoschiza_A
SRR6915130_MB2.29,62.4,1.65,True,False,True,False,54.15,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000434975
SRR6915130_MB2.34_sub,90.76,0.67,True,True,False,False,87.41000000000001,True,False,False,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis
SRR6915130_MB2.39,93.64,1.51,True,True,True,True,86.09,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303;s__CAG-303 sp900539455
SRR6915130_MB2.4_sub,53.17,0.27,True,False,False,False,51.82,True,False,False,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis_A
SRR6915130_human_gut_SB2_1,84.75,0.08,True,False,True,False,84.35,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp000434635
SRR6915130_human_gut_SB2_11,95.5,1.41,True,True,True,True,88.45,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp000437595
SRR6915130_human_gut_SB2_12,82.43,0.55,True,False,False,False,79.68,True,False,False,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900556755
SRR6915130_human_gut_SB2_13,84.42,0.89,True,False,True,False,79.97,True,True,True,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella sp900556915
SRR6915130_human_gut_SB2_24,94.67,2.57,True,True,True,True,81.82000000000001,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313215
SRR6915130_human_gut_SB2_35,89.85,0.07,True,False,True,False,89.5,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp900317525
SRR6915130_human_gut_SB2_40,78.76,4.66,True,False,True,False,55.46000000000001,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp900542285
SRR6915130_human_gut_SB2_43,86.91,0.82,True,False,True,False,82.81,True,True,True,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp000434475
SRR6915130_human_gut_SB2_46,97.15,0.03,True,True,True,True,97.0,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245
SRR6915130_human_gut_SB2_51,90.3,1.06,True,True,False,False,85.0,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens
SRR6915130_human_gut_SB2_52,90.67,1.06,True,True,True,True,85.37,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003531585
SRR6915130_human_gut_SB2_7,67.05,0.39,True,False,True,False,65.1,True,True,True,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila
SRR6915130_human_gut_SB2_74,91.88,1.01,True,True,True,True,86.83,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp900539625
SRR6915131_MB2.12,99.03,0.65,True,True,True,True,95.78,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_A
SRR6915131_MB2.16,99.62,0.13,True,True,True,True,98.97,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira pectinoschiza_A
SRR6915131_MB2.34_sub,78.57,8.81,True,False,True,False,34.51999999999999,True,True,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium duncaniae
SRR6915131_MB2.35,99.94,1.59,True,True,True,True,91.99,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus
SRR6915131_MB2.36,84.56,1.27,True,False,True,False,78.21000000000001,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CAG-274;s__CAG-274 sp000432155
SRR6915131_MB2.40,95.68,3.05,True,True,True,True,80.43,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis
SRR6915131_MB2.42,57.74,3.95,True,False,False,False,37.99,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter welbionis
SRR6915131_MB2.46,86.5,0.34,True,False,True,False,84.8,True,True,True,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum
SRR6915131_MB2.54,98.12,0.21,True,True,True,True,97.07,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis
SRR6915131_MB2.56,93.01,2.6,True,True,True,True,80.01,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti
SRR6915131_MB2.57_sub,71.04,1.89,True,False,True,False,61.59,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus
SRR6915131_MB2.63,93.32,0.67,True,True,True,True,89.97,True,True,True,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp019041915
SRR6915131_MB2.70,94.71,1.23,True,True,True,True,88.55999999999999,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135
SRR6915131_MB2.79_sub,84.92,0.48,True,False,True,False,82.52,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A catus
SRR6915131_human_gut_SB2_0,80.49,2.01,True,False,True,False,70.44,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques
SRR6915131_human_gut_SB2_1,87.31,0.58,True,False,True,False,84.41,True,True,True,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister hominis
SRR6915131_human_gut_SB2_112,94.94,0.08,True,True,True,True,94.54,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira hominis
SRR6915131_human_gut_SB2_124,99.45,0.34,True,True,True,True,97.75,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R faecale
SRR6915131_human_gut_SB2_14,61.85,8.66,True,False,True,False,18.550000000000004,True,True,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D
SRR6915131_human_gut_SB2_16,93.16,0.97,True,True,True,True,88.31,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055
SRR6915131_human_gut_SB2_166,96.05,0.01,True,True,True,True,96.0,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans
SRR6915131_human_gut_SB2_171,85.73,7.43,True,False,False,False,48.580000000000005,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis
SRR6915131_human_gut_SB2_184,91.54,0.66,True,True,True,True,88.24000000000001,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E intestinalis
SRR6915131_human_gut_SB2_188,87.91,4.13,True,False,True,False,67.25999999999999,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum
SRR6915131_human_gut_SB2_26,90.56,0.0,True,True,True,True,90.56,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000980705
SRR6915131_human_gut_SB2_27,90.18,0.01,True,True,True,True,90.13,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis
SRR6915131_human_gut_SB2_28,81.69,1.54,True,False,True,False,73.99,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis
SRR6915131_human_gut_SB2_2_sub,79.7,6.76,True,False,False,False,45.900000000000006,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus comes
SRR6915131_human_gut_SB2_3,94.5,1.6,True,True,True,True,86.5,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A fusiformis
SRR6915131_human_gut_SB2_32,76.93,1.03,True,False,True,False,71.78,True,True,True,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus intestinalis
SRR6915131_human_gut_SB2_33,97.39,5.37,True,False,False,False,70.53999999999999,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis
SRR6915131_human_gut_SB2_36,86.3,4.52,True,False,True,False,63.7,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis
SRR6915131_human_gut_SB2_4,93.88,3.57,True,True,False,False,76.03,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum soehngenii
SRR6915131_human_gut_SB2_45,99.93,0.22,True,True,True,True,98.83,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis
SRR6915131_human_gut_SB2_47,51.61,2.71,True,False,False,False,38.06,True,False,False,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__Senegalimassilia anaerobia
SRR6915131_human_gut_SB2_50,82.23,4.74,True,False,True,False,58.53,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus
SRR6915131_human_gut_SB2_51,80.8,2.99,True,False,True,False,65.85,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae
SRR6915131_human_gut_SB2_55,94.39,3.25,True,True,True,True,78.14,True,True,True,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis
SRR6915131_human_gut_SB2_57_sub,60.18,0.46,True,False,True,False,57.88,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp003477525
SRR6915131_human_gut_SB2_60_sub,94.24,0.12,True,True,True,True,93.64,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435555
SRR6915131_human_gut_SB2_61,71.42,0.76,True,False,True,False,67.62,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
SRR6915131_human_gut_SB2_62,84.97,0.17,True,False,True,False,84.12,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris
SRR6915131_human_gut_SB2_63_sub,78.97,3.99,True,False,True,False,59.02,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615
SRR6915131_human_gut_SB2_66,99.19,1.14,True,True,True,True,93.49,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium sp934292725
SRR6915131_human_gut_SB2_67,86.72,2.18,True,False,True,False,75.82,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena
SRR6915131_human_gut_SB2_7,84.17,0.48,True,False,False,False,81.77,True,False,False,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae
SRR6915131_human_gut_SB2_72,91.77,0.81,True,True,True,True,87.72,True,True,True,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__CAG-288;g__CAG-568;s__CAG-568 sp000434395
SRR6915131_human_gut_SB2_73,80.13,0.9,True,False,True,False,75.63,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900539695
SRR6915131_human_gut_SB2_79,82.28,0.03,True,False,True,False,82.13,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor acetigignens
SRR6915131_human_gut_SB2_8,99.99,0.52,True,True,True,True,97.39,True,True,True,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila
SRR6915131_human_gut_SB2_85,84.3,0.95,True,False,False,False,79.55,True,False,False,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris
SRR6915131_human_gut_SB2_9,85.07,0.92,True,False,True,False,80.47,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus
SRR6915131_human_gut_SB2_90_sub,92.83,4.93,True,True,True,True,68.18,True,True,True,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum
SRR6915132_MB2.11,57.92,0.03,True,False,False,False,57.77,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans
SRR6915132_MB2.13,76.78,2.06,True,False,False,False,66.48,True,False,False,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis
SRR6915132_MB2.15_sub,93.57,2.23,True,True,False,False,82.41999999999999,True,False,False,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus faecis
SRR6915132_MB2.16,55.06,0.09,True,False,True,False,54.61,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques
SRR6915132_MB2.21,99.08,0.97,True,True,True,True,94.23,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis
SRR6915132_MB2.24_sub,94.02,0.0,True,True,True,True,94.02,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245
SRR6915132_MB2.26,87.71,1.81,True,False,True,False,78.66,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia excrementipullorum
SRR6915132_MB2.27,91.28,2.7,True,True,False,False,77.78,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp003522105
SRR6915132_MB2.28,54.23,0.48,True,False,True,False,51.83,True,True,True,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus
SRR6915132_MB2.29,70.36,0.79,True,False,True,False,66.41,True,True,True,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum
SRR6915132_MB2.30,87.87,2.61,True,False,True,False,74.82000000000001,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti
SRR6915132_MB2.33,96.71,0.49,True,True,True,True,94.26,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003538135
SRR6915132_MB2.34,95.47,2.66,True,True,True,True,82.17,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas cirricatena
SRR6915132_MB2.36,87.03,2.69,True,False,True,False,73.58,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma;s__Limiplasma sp900548145
SRR6915132_MB2.37_sub,97.69,0.08,True,True,True,True,97.29,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp003525905
SRR6915132_MB2.44_sub,60.03,4.48,True,False,True,False,37.63,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__UBA738 sp003522945
SRR6915132_MB2.5,99.86,0.81,True,True,True,True,95.81,True,True,True,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli
SRR6915132_MB2.7_sub,51.7,2.86,True,False,False,False,37.400000000000006,True,False,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis
SRR6915132_human_gut_SB2_104,99.24,1.42,True,True,True,True,92.14,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E intestinalis
SRR6915132_human_gut_SB2_127,92.91,0.62,True,True,True,True,89.81,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis
SRR6915132_human_gut_SB2_136,99.78,0.1,True,True,True,True,99.28,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
SRR6915132_human_gut_SB2_15,92.17,1.19,True,True,True,True,86.22,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus
SRR6915132_human_gut_SB2_156,99.99,0.23,True,True,True,True,98.84,True,True,True,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila
SRR6915132_human_gut_SB2_16,87.38,0.1,True,False,True,False,86.88,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135
SRR6915132_human_gut_SB2_167,96.47,0.32,True,True,True,True,94.87,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp001940855
SRR6915132_human_gut_SB2_17,85.68,5.41,True,False,True,False,58.63000000000001,True,True,False,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900758465
SRR6915132_human_gut_SB2_185,96.8,0.0,True,True,True,True,96.8,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp000432435
SRR6915132_human_gut_SB2_21_sub,81.35,2.14,True,False,True,False,70.64999999999999,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium duncaniae
SRR6915132_human_gut_SB2_27,58.81,0.52,True,False,False,False,56.21,True,False,False,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium minutum
SRR6915132_human_gut_SB2_33,98.03,0.04,True,True,True,True,97.83,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella intermedia
SRR6915132_human_gut_SB2_35,95.96,1.71,True,True,True,True,87.41,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis
SRR6915132_human_gut_SB2_38,99.95,0.43,True,True,True,True,97.8,True,True,True,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003487125
SRR6915132_human_gut_SB2_39,94.65,0.29,True,True,True,True,93.2,True,True,True,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii
SRR6915132_human_gut_SB2_44,99.12,0.07,True,True,True,True,98.77,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus stomatis
SRR6915132_human_gut_SB2_50,84.97,0.16,True,False,True,False,84.17,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena
SRR6915132_human_gut_SB2_53,84.37,0.14,True,False,False,False,83.67,True,False,False,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp900541485
SRR6915132_human_gut_SB2_54,87.37,0.72,True,False,True,False,83.77000000000001,True,True,True,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium
SRR6915132_human_gut_SB2_63,96.74,0.28,True,True,True,True,95.34,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055
SRR6915132_human_gut_SB2_64,62.48,4.25,True,False,True,False,41.23,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii
SRR6915132_human_gut_SB2_66,69.11,0.58,True,False,True,False,66.21,True,True,True,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus
SRR6915133_MB2.17,78.05,0.83,True,False,True,False,73.89999999999999,True,True,True,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter inops
